TICKER,Sector,Industry
DIA,N/A,Diversified Financials
VUG,N/A,Internet Software & IT Services
VV,N/A,Internet Software & IT Services
VO,N/A,Software
VBK,N/A,Software
VBR,N/A,Banks
VB,N/A,Real Estate
VTV,N/A,Diversified Financials
ITOT,N/A,Internet Software & IT Services
OEF,N/A,Internet Software & IT Services
DVY,N/A,Electric Utilities
IBB,Health Care,Biotechnology Life Sciences
ICF,Real Estate,Real Estate
IGE,N/A,Coal & Consumable Fuels 
IGM,Information Technology,Internet Software & IT Services
IGN,Information Technology,Communications Equipment
IGV,Information Technology,Software
SOXX,Information Technology,Semiconductors
IWP,N/A,Software
IWR,N/A,Real Estate
IWS,N/A,Real Estate
IYT,Industrials,Road & Rail
ILCB,N/A,Internet Software & IT Services
ILCG,N/A,Internet Software & IT Services
ILCV,N/A,Diversified Financials
IMCB,N/A,Real Estate
IMCG,N/A,Software
IMCV,N/A,Real Estate
ISCB,N/A,Real Estate
ISCG,N/A,Biotechnology Life Sciences
ISCV,N/A,Banks
PEY,N/A,Electric Utilities
PWC,N/A,Diversified Financials
RSP,N/A,Real Estate
SPYG,N/A,Internet Software & IT Services
SPYV,N/A,Diversified Financials
XNTK,Information Technology,Software
RWR,Real Estate,Real Estate
VAW,Materials,Chemicals
VCR,Consumer Discretionary,Internet & Catalog Retail
VDC,Consumer Staples,Beverages Tobacco
VFH,Financials,Diversified Financials
VGT,Information Technology,Software
VHT,Health Care,Biotechnology Life Sciences
VPU,Utilities,Electric Utilities
VTI,N/A,Internet Software & IT Services
VXF,N/A,Software
VDE,Energy,Oil & Gas Exploration & Production 
VIS,Industrials,Aerospace & Defense 
VNQ,Real Estate,Real Estate
VOX,N/A,Internet Software & IT Services
ONEQ,N/A,Software
PBS,N/A,Media
PXQ,Information Technology,Software
PSI,Information Technology,Semiconductors
XSMO,N/A,Specialty Retail
PSJ,Information Technology,Software
PBW,N/A,Electrical Equipment
XSD,Information Technology,Semiconductors
XHB,N/A,Building Products
KBE,Financials,Banks
XRT,Consumer Discretionary,Specialty Retail
CSD,N/A,Chemicals
CZA,N/A,Electric Utilities
DEF,N/A,Biotechnology Life Sciences
DES,N/A,Banks
DHS,N/A,Beverages Tobacco
DLN,N/A,Software
DON,N/A,Banks
SLY,N/A,Banks
DSI,N/A,Software
DTD,N/A,Diversified Financials
DTN,N/A,Real Estate
EES,N/A,Banks
SPLG,N/A,Internet Software & IT Services
MDYG,N/A,Biotechnology Life Sciences
SPMD,N/A,Real Estate
MDYV,N/A,Real Estate
EPS,N/A,Internet Software & IT Services
EVX,Industrials,Commercial & Professional Services
RESP,N/A,Internet Software & IT Services
EZM,N/A,Banks
QSY,N/A,Diversified Financials
FAB,N/A,Banks
FAD,N/A,Software
FBT,Health Care,Biotechnology Life Sciences
FDL,N/A,Beverages Tobacco
FDM,N/A,Banks
FDN,Information Technology,Internet Software & IT Services
FTCS,N/A,Beverages Tobacco
FEX,N/A,Diversified Financials
FIW,N/A,Industrial Machinery
FNX,N/A,Real Estate
FPX,N/A,Software
FRI,Real Estate,Real Estate
FTA,N/A,Diversified Financials
FTC,N/A,Software
USRT,Real Estate,Real Estate
FVD,N/A,Electric Utilities
TUSA,N/A,Banks
FXD,Consumer Discretionary,Media
FXG,Consumer Staples,Food Products
FXH,Health Care,Biotechnology Life Sciences
FXL,Information Technology,Software
FXN,Energy,Oil & Gas Exploration & Production 
FXO,Financials,Diversified Financials
FXR,N/A,Industrial Machinery
FXU,Utilities,Electric Utilities
FXZ,Materials,Chemicals
FYX,N/A,Banks
IAI,Financials,Diversified Financials
IAK,Financials,Insurance Brokers & Reinsurance
IAT,Financials,Banks
IEO,Energy,Oil & Gas Exploration & Production 
IEZ,Energy,Oil & Gas Equipment & Services 
IHE,Health Care,Pharmaceuticals
IHF,Health Care,Managed Health Care
IHI,Health Care,Health Crare Equipment & Technology
ITA,Industrials,Aerospace & Defense 
ITB,Consumer Discretionary,Homebuilding
IWC,N/A,Banks
KCE,Financials,Diversified Financials
KIE,Financials,Insurance Brokers & Reinsurance
KRE,Financials,Banks
PBE,Health Care,Biotechnology Life Sciences
PBJ,Consumer Staples,Food Products
PDP,N/A,Software
PEJ,N/A,Restaurants
PEZ,Consumer Discretionary,Hotels Leisure & Consumer Services
PFI,Financials,Diversified Financials
PFM,N/A,Software
PHO,N/A,Industrial Machinery
SPHQ,N/A,Internet Software & IT Services
EQWL,N/A,Internet Software & IT Services
XMHQ,N/A,Banks
PJP,Health Care,Pharmaceuticals
PKB,N/A,Homebuilding
PKW,N/A,Diversified Financials
PPA,Industrials,Aerospace & Defense 
PRF,N/A,Diversified Financials
PRFZ,N/A,Banks
PRN,Industrials,Road & Rail
PSL,Consumer Staples,Household & Personal Products
PTF,Information Technology,Software
PTH,Health Care,Biotechnology Life Sciences
PUI,Utilities,Electric Utilities
PWB,N/A,Internet Software & IT Services
XMMO,N/A,Biotechnology Life Sciences
XMVM,N/A,Banks
PWV,N/A,Diversified Financials
XSVM,N/A,Diversified Financials
PXE,Energy,Oil & Gas Exploration & Production 
PXI,Energy,Oil & Gas Exploration & Production 
PXJ,Energy,Oil & Gas Equipment & Services 
PYZ,Materials,Aluminum Steel
QCLN,N/A,Semiconductors
QQEW,N/A,Software
QQXT,N/A,Biotechnology Life Sciences
QTEC,Information Technology,Semiconductors
RCD,Consumer Discretionary,Hotels Leisure & Consumer Services
REM,Financials,Diversified Financials
REZ,Real Estate,Real Estate
RFG,N/A,Biotechnology Life Sciences
RFV,N/A,Banks
RGI,Industrials,Commercial & Professional Services
RHS,Consumer Staples,Food Products
RPG,N/A,Software
RPV,N/A,Diversified Financials
RTM,Materials,Chemicals
RYE,Energy,Oil & Gas Exploration & Production 
RYF,Financials,Diversified Financials
RYH,Health Care,Health Crare Equipment & Technology
RYT,Information Technology,Internet Software & IT Services
RYU,Utilities,Electric Utilities
RZG,N/A,Health Crare Equipment & Technology
RZV,N/A,Banks
SDY,N/A,Gas Utilities
SPTM,N/A,Internet Software & IT Services
VIG,N/A,Software
VOE,N/A,Real Estate
VOT,N/A,Software
VYM,N/A,Banks
XBI,Health Care,Biotechnology Life Sciences
XES,Energy,Oil & Gas Equipment & Services 
XLG,N/A,Internet Software & IT Services
XME,Materials,Aluminum Steel
XOP,Energy,Oil & Gas Exploration & Production 
XPH,Health Care,Pharmaceuticals
MGV,N/A,Diversified Financials
MGK,N/A,Internet Software & IT Services
MGC,N/A,Internet Software & IT Services
CSM,N/A,Software
RWJ,N/A,Specialty Retail
SLYG,N/A,Health Crare Equipment & Technology
PSR,Real Estate,Real Estate
QABA,Financials,Banks
RWL,N/A,Food & Stapes Retailing
IWX,N/A,Diversified Financials
RYJ,N/A,Banks
SCHX,N/A,Internet Software & IT Services
FCG,Energy,Oil & Gas Exploration & Production 
IWY,N/A,Internet Software & IT Services
SUSA,N/A,Internet Software & IT Services
SLX,Materials,Aluminum Steel
PNQI,N/A,Internet Software & IT Services
PBP,N/A,Internet Software & IT Services
SCHB,N/A,Internet Software & IT Services
RWK,N/A,Computers Electronics
IWL,N/A,Internet Software & IT Services
SLYV,N/A,Banks
SCHA,N/A,Banks
PSCH,Health Care,Health Crare Equipment & Technology
PSCU,N/A,Multi-Utilities Water Utilities Power
PSCT,Information Technology,Computers Electronics
SCHV,N/A,Diversified Financials
PSCI,Industrials,Industrial Machinery
PSCM,Materials,Specialty Chemicals 
SCHG,N/A,Internet Software & IT Services
PSCD,Consumer Discretionary,Specialty Retail
PSCC,Consumer Staples,Household & Personal Products
PSCE,Energy,Oil & Gas Exploration & Production 
EUSA,N/A,Software
PSCF,N/A,Banks
KBWY,Real Estate,Real Estate
KBWD,Financials,Diversified Financials
VOOG,N/A,Internet Software & IT Services
VIOG,N/A,Health Crare Equipment & Technology
AMLP,Energy,Coal & Consumable Fuels 
IVOO,N/A,Real Estate
IVOG,N/A,Biotechnology Life Sciences
VIOV,N/A,Banks
VOOV,N/A,Diversified Financials
VOO,N/A,Internet Software & IT Services
IVOV,N/A,Real Estate
EWMC,N/A,Real Estate
KBWP,Financials,Insurance Brokers & Reinsurance
SCHM,N/A,Real Estate
VIOO,N/A,Banks
SCHH,Real Estate,Real Estate
XTN,Industrials,Road & Rail
VONG,N/A,Internet Software & IT Services
VONV,N/A,Diversified Financials
XHE,Health Care,Health Crare Equipment & Technology
XTL,N/A,Communications Equipment
HDV,N/A,Beverages Tobacco
VTWG,N/A,Biotechnology Life Sciences
VONE,N/A,Internet Software & IT Services
SPGP,N/A,Biotechnology Life Sciences
SPLV,N/A,Food Products
FNY,N/A,Software
SPVM,N/A,Diversified Financials
FNK,N/A,Banks
USMV,N/A,Internet Software & IT Services
SCHD,N/A,Beverages Tobacco
XHS,Health Care,Health Care Providers (non-HMO)
KBWB,Financials,Banks
XSW,Information Technology,Software
KBWR,Financials,Banks
DBLV,N/A,Banks
XAR,Industrials,Aerospace & Defense 
SMH,Information Technology,Semiconductors
PPH,Health Care,Pharmaceuticals
RTH,N/A,Specialty Retail
OIH,Energy,Oil & Gas Equipment & Services 
BBH,Health Care,Biotechnology Life Sciences
MOAT,N/A,Software
MLPA,Energy,Coal & Consumable Fuels 
QQQE,N/A,Software
GURU,N/A,Biotechnology Life Sciences
EMLP,N/A,Coal & Consumable Fuels 
VTHR,N/A,Internet Software & IT Services
VTWO,N/A,Biotechnology Life Sciences
EWSC,N/A,Banks
ALFA,N/A,Internet Software & IT Services
ROOF,Real Estate,Real Estate
MORT,Financials,Diversified Financials
AMJ,Energy,Coal & Consumable Fuels 
VTWV,N/A,Banks
SPHB,N/A,Hotels Leisure & Consumer Services
SDOG,N/A,Coal & Consumable Fuels 
DWAS,N/A,Biotechnology Life Sciences
TDIV,Information Technology,Semiconductors
DWPP,N/A,Internet Software & IT Services
SPHD,N/A,Electric Utilities
MMTM,N/A,Internet Software & IT Services
VLU,N/A,Diversified Financials
QDEF,N/A,Software
QDF,N/A,Software
QDYN,N/A,Software
BIZD,Financials,Diversified Financials
XMLV,N/A,Real Estate
XSLV,N/A,Real Estate
SMLV,N/A,Banks
LGLV,N/A,Real Estate
DIV,N/A,Coal & Consumable Fuels 
MTUM,N/A,Diversified Financials
SIZE,N/A,Software
VLUE,N/A,Semiconductors
SYLD,N/A,Banks
DGRW,N/A,Pharmaceuticals
BFOR,N/A,Banks
SPSM,N/A,Banks
QUAL,N/A,Internet Software & IT Services
DGRS,N/A,Banks
MLPX,Energy,Coal & Consumable Fuels 
FNDA,N/A,Real Estate
FNDX,N/A,Diversified Financials
FNDB,N/A,Diversified Financials
RDIV,N/A,Electric Utilities
NOBL,N/A,Health Crare Equipment & Technology
IPO,N/A,Software
FHLC,Health Care,Biotechnology Life Sciences
FCOM,N/A,Internet Software & IT Services
FTEC,Information Technology,Software
FIDU,Industrials,Aerospace & Defense 
FENY,Energy,Oil & Gas Exploration & Production 
FNCL,Financials,Diversified Financials
FUTY,Utilities,Electric Utilities
FMAT,Materials,Chemicals
FDIS,Consumer Discretionary,Internet & Catalog Retail
FSTA,Consumer Staples,Beverages Tobacco
RDVY,N/A,Diversified Financials
VUSE,N/A,Health Care Providers (non-HMO)
DDIV,N/A,Banks
AIRR,Industrials,Construction & Engineering
DGRO,N/A,Pharmaceuticals
CFA,N/A,Diversified Financials
CDC,N/A,Electric Utilities
CFO,N/A,Diversified Financials
CSF,N/A,Banks
DEEP,N/A,Banks
ARKW,N/A,Internet Software & IT Services
AMZA,Energy,Coal & Consumable Fuels 
QVAL,N/A,Homebuilding
ARKK,N/A,Biotechnology Life Sciences
BBC,Health Care,Biotechnology Life Sciences
BBP,Health Care,Biotechnology Life Sciences
EQAL,N/A,Real Estate
SBIO,Health Care,Biotechnology Life Sciences
SMDV,N/A,Banks
REGL,N/A,Insurance Brokers & Reinsurance
FREL,Real Estate,Real Estate
ROUS,N/A,Software
ROSC,N/A,Real Estate
XRLV,N/A,Internet Software & IT Services
FFTY,N/A,Diversified Financials
QUS,N/A,Internet Software & IT Services
SMLF,N/A,Health Crare Equipment & Technology
LRGF,N/A,Software
PTLC,N/A,Internet Software & IT Services
CDL,N/A,Electric Utilities
CSA,N/A,Banks
CSB,N/A,Banks
OUSA,N/A,Pharmaceuticals
EWRE,Real Estate,Real Estate
VAMO,N/A,Oil & Gas Exploration & Production 
GSLC,N/A,Internet Software & IT Services
SPXE,N/A,Internet Software & IT Services
SPXV,N/A,Internet Software & IT Services
SPXN,N/A,Internet Software & IT Services
QLC,N/A,Internet Software & IT Services
SPXT,N/A,Internet Software & IT Services
UTES,Utilities,Electric Utilities
JHMM,N/A,Software
JHMT,Information Technology,Software
JHML,N/A,Internet Software & IT Services
JHMC,Consumer Discretionary,Specialty Retail
JHMF,Financials,Diversified Financials
JHMH,Health Care,Biotechnology Life Sciences
JPUS,N/A,Real Estate
XLRE,Real Estate,Real Estate
SPMO,N/A,Semiconductors
SPVU,N/A,Diversified Financials
CNCR,Health Care,Biotechnology Life Sciences
SPYD,N/A,Real Estate
USLB,N/A,Real Estate
ETHO,N/A,Software
DEUS,N/A,Software
SPYX,N/A,Internet Software & IT Services
QMOM,N/A,Diversified Financials
ONEV,N/A,Insurance Brokers & Reinsurance
ONEY,N/A,Real Estate
ONEO,N/A,Software
DJD,N/A,Internet Software & IT Services
LVHD,N/A,Real Estate
LEAD,N/A,Semiconductors
XITK,Information Technology,Software
JSMD,N/A,Software
JSML,N/A,Software
JHME,Energy,Oil & Gas Exploration & Production 
JHMA,Materials,Chemicals
PY,N/A,Insurance Brokers & Reinsurance
CATH,N/A,Internet Software & IT Services
SHE,N/A,Internet Software & IT Services
JHMI,Industrials,Industrial Machinery
JHMS,Consumer Staples,Food Products
JHMU,Utilities,Electric Utilities
PSET,N/A,Biotechnology Life Sciences
MILN,N/A,Internet Software & IT Services
FYC,N/A,Biotechnology Life Sciences
FYT,N/A,Banks
RFDA,N/A,Software
RFFC,N/A,Internet Software & IT Services
ESGS,N/A,Diversified Financials
XWEB,N/A,Internet Software & IT Services
KRMA,N/A,Internet Software & IT Services
ESG,N/A,Internet Software & IT Services
BTEC,Health Care,Biotechnology Life Sciences
HUSV,N/A,Internet Software & IT Services
SMMV,N/A,Real Estate
FVAL,N/A,Internet Software & IT Services
FDLO,N/A,Internet Software & IT Services
FQAL,N/A,Internet Software & IT Services
FDMO,N/A,Internet Software & IT Services
FTXH,Health Care,Pharmaceuticals
FTXG,Consumer Staples,Food Products
FTXD,Consumer Discretionary,Specialty Retail
FTXN,Energy,Oil & Gas Exploration & Production 
FTXO,Financials,Banks
FTXL,Information Technology,Semiconductors
FTXR,N/A,Road & Rail
FLLV,N/A,Internet Software & IT Services
CWS,N/A,Health Crare Equipment & Technology
PSC,N/A,Banks
TTAC,N/A,Software
ACSI,N/A,Diversified Financials
XSHD,N/A,Real Estate
ESGU,N/A,Internet Software & IT Services
DIVO,N/A,Diversified Financials
NUMV,N/A,Real Estate
NUSC,N/A,Real Estate
NUMG,N/A,Software
NULG,N/A,Software
NULV,N/A,Diversified Financials
COWZ,N/A,Health Care Providers (non-HMO)
NURE,Real Estate,Real Estate
WBIY,N/A,Beverages Tobacco
OUSM,N/A,Diversified Financials
BOSS,N/A,Software
ISMD,N/A,Banks
PAVE,N/A,Industrial Machinery
XSHQ,N/A,Banks
ERM,N/A,Internet Software & IT Services
TERM,N/A,Internet Software & IT Services
VSDA,N/A,Health Crare Equipment & Technology
FLQL,N/A,Internet Software & IT Services
FLQS,N/A,Commercial & Professional Services
FLQM,N/A,Diversified Financials
CACG,N/A,Software
CSML,N/A,Banks
LRGE,N/A,Software
YLDE,N/A,Software
CCOR,N/A,Diversified Financials
CALF,N/A,Apparel & Textiles
VSMV,N/A,Software
RNLC,N/A,Semiconductors
RNSC,N/A,Banks
RNMC,N/A,Real Estate
RNDV,N/A,Computers Electronics
GSSC,N/A,Banks
USMF,N/A,Internet Software & IT Services
EQRR,N/A,Diversified Financials
SQLV,N/A,Banks
SPMV,N/A,Software
USEQ,N/A,Real Estate
DMRL,N/A,Internet Software & IT Services
DMRM,N/A,Real Estate
DMRS,N/A,Banks
EDOW,N/A,Diversified Financials
AMCA,N/A,Banks
MFUS,N/A,Diversified Financials
MAGA,N/A,Electric Utilities
RBUS,N/A,Biotechnology Life Sciences
GSEW,N/A,Software
MXDU,N/A,Biotechnology Life Sciences
PBSM,N/A,Real Estate
PBUS,N/A,Internet Software & IT Services
CHGX,N/A,Internet Software & IT Services
USMC,N/A,Internet Software & IT Services
SCHK,N/A,Internet Software & IT Services
AIEQ,N/A,Software
USVM,N/A,Biotechnology Life Sciences
ULVM,N/A,Diversified Financials
BIBL,N/A,Semiconductors
YPS,N/A,Real Estate
SDVY,N/A,Banks
JVAL,N/A,Semiconductors
JMIN,N/A,Electric Utilities
JHSC,N/A,Real Estate
JQUA,N/A,Internet Software & IT Services
JMOM,N/A,Software
ENTR,N/A,Internet Software & IT Services
JDIV,N/A,Electric Utilities
OMFS,N/A,Biotechnology Life Sciences
OMFL,N/A,Software
SPDV,N/A,Real Estate
VICE,N/A,Hotels Leisure & Consumer Services
CLRG,N/A,Software
VALQ,N/A,Real Estate
TMFC,N/A,Internet Software & IT Services
VFMV,N/A,Software
VFLQ,N/A,Banks
VFMF,N/A,Banks
VFMO,N/A,Banks
VFVA,N/A,Banks
VFQY,N/A,Software
VSL,N/A,Internet Software & IT Services
IETC,Information Technology,Software
IECS,Consumer Staples,Beverages Tobacco
IEIH,Health Care,Biotechnology Life Sciences
IEHS,Health Care,Health Crare Equipment & Technology
IEME,N/A,Media
IEFN,Financials,Diversified Financials
IEDI,N/A,Internet & Catalog Retail
KNG,N/A,Health Crare Equipment & Technology
PPTY,Real Estate,Real Estate
IFRA,N/A,Electric Utilities
QARP,N/A,Internet Software & IT Services
VETS,N/A,Internet Software & IT Services
ESML,N/A,Real Estate
INDS,Real Estate,Real Estate
SLT,N/A,Internet Software & IT Services
JUST,N/A,Internet Software & IT Services
BBRE,Real Estate,Real Estate
XLC,N/A,Internet Software & IT Services
DWMC,N/A,Diversified Financials
ONLN,Consumer Discretionary,Internet & Catalog Retail
QDIV,N/A,Real Estate
NACP,N/A,Internet Software & IT Services
OSCV,N/A,Banks
FCTR,N/A,Biotechnology Life Sciences
PEXL,N/A,Semiconductors
SZNE,N/A,Food Products
EVSTC,N/A,Internet Software & IT Services
WOMN,N/A,Internet Software & IT Services
AUSF,N/A,Banks
DVLU,N/A,Diversified Financials
DVOL,N/A,Diversified Financials
QGRO,N/A,Software
IUS,N/A,Internet Software & IT Services
IUSS,N/A,Commercial & Professional Services
BOUT,N/A,Semiconductors
ESGV,N/A,Internet Software & IT Services
UTRN,N/A,Chemicals
LSAF,N/A,Diversified Financials
PQLC,N/A,Health Crare Equipment & Technology
DSTL,N/A,Internet Software & IT Services
MFMS,N/A,Software
DURA,N/A,Beverages Tobacco
EWCO,N/A,Media
PQSV,N/A,Banks
PQSG,N/A,Biotechnology Life Sciences
SSPY,N/A,Software
FSMD,N/A,Real Estate
FIVG,Information Technology,Semiconductors
USSG,N/A,Software
JHCS,N/A,Media
LSLT,N/A,Electric Utilities
HOMZ,N/A,Real Estate
DYNF,N/A,Internet Software & IT Services
FOVL,N/A,Banks
NETL,Real Estate,Real Estate
SFY,N/A,Internet Software & IT Services
CLOU,Information Technology,Software
TPHD,N/A,Electric Utilities
TPLC,N/A,Diversified Financials
BUL,N/A,Biotechnology Life Sciences
SFYF,N/A,Media
SUSL,N/A,Software
AMOM,N/A,Internet Software & IT Services
QRFT,N/A,Software
NULC,N/A,Internet Software & IT Services
MIDF,N/A,Computers Electronics
KSCD,N/A,Banks
KLCD,N/A,Real Estate
SNPE,N/A,Software
TILT,N/A,Internet Software & IT Services
QLV,N/A,Internet Software & IT Services
HLAL,N/A,Computers Electronics
VEGN,N/A,Internet Software & IT Services
WCLD,Information Technology,Software
REVS,N/A,Diversified Financials
RECS,N/A,Internet Software & IT Services
AVUS,N/A,Internet Software & IT Services
AVUV,N/A,Banks
TMDV,N/A,Industrial Machinery
TDV,Information Technology,Internet Software & IT Services
FCPI,N/A,Biotechnology Life Sciences
FNGS,N/A,Internet Software & IT Services
TPSC,N/A,Banks
AFLG,N/A,Internet Software & IT Services
AFMC,N/A,Real Estate
AFSM,N/A,Health Crare Equipment & Technology
MJJ,N/A,Biotechnology Life Sciences
IQSU,N/A,Internet Software & IT Services
SPUS,N/A,Software
RAFE,N/A,Diversified Financials
DWEQ,N/A,Oil & Gas Exploration & Production 
GBDV,N/A,Electric Utilities
ARKQ,N/A,Computers Electronics
ARKG,Health Care,Biotechnology Life Sciences
TECB,Information Technology,Software
STLV,N/A,Diversified Financials
STLG,N/A,Software
SMDY,N/A,Real Estate
HDIV,N/A,Coal & Consumable Fuels 
ECOZ,N/A,Internet Software & IT Services
LRNZ,Information Technology,Software
HSMV,N/A,Real Estate
BKLC,N/A,Internet Software & IT Services
BKMC,N/A,Real Estate
BKSE,N/A,Real Estate
STLC,N/A,Software
STMB,N/A,Software
STSB,N/A,Diversified Financials
GSUS,N/A,Internet Software & IT Services
SIXL,N/A,Health Crare Equipment & Technology
SIXA,N/A,Semiconductors
SIXS,N/A,Diversified Financials
SSLY,N/A,Health Crare Equipment & Technology
HIPR,N/A,Internet Software & IT Services
NIFE,N/A,Banks
USXF,N/A,Internet Software & IT Services
PALC,N/A,Diversified Financials
PAMC,N/A,Insurance Brokers & Reinsurance
WFH,Information Technology,Software
ALTL,N/A,Food Products
VIRS,N/A,Biotechnology Life Sciences
MID,N/A,Software
ESGA,N/A,Internet Software & IT Services
MMLG,N/A,Internet Software & IT Services
GBGR,N/A,Software
GBLO,N/A,Food & Stapes Retailing
EFIV,N/A,Software
IBBJ,Health Care,Biotechnology Life Sciences
TEQI,N/A,Diversified Financials
TGRW,N/A,Internet Software & IT Services
TDVG,N/A,Internet Software & IT Services
TCHP,N/A,Internet Software & IT Services
FUNL,N/A,Diversified Financials
CCON,N/A,Software
LCG,N/A,Internet Software & IT Services
MSOS,N/A,Real Estate
FLRG,N/A,Internet Software & IT Services
XJR,N/A,Banks
XJH,N/A,Real Estate
SPAK,N/A,Hotels Leisure & Consumer Services
QQQJ,N/A,Software
QQQM,N/A,Internet Software & IT Services
LIV,N/A,Software
AMER,N/A,Food Products
FEDX,Industrials,Aerospace & Defense 
AMTR,Consumer Discretionary,Restaurants
LSAT,N/A,Diversified Financials
ACTV,N/A,Diversified Financials
SVAL,N/A,Banks
ACVF,N/A,Software
DEMZ,N/A,Internet Software & IT Services
VTRN,N/A,Diversified Financials
SHLD,Consumer Discretionary,Aerospace & Defense 
MOON,N/A,Software
CBSE,N/A,Media
BBSC,N/A,Biotechnology Life Sciences
JOET,N/A,Software
EGIS,N/A,Software
LYFE,N/A,Software
DFAU,N/A,Internet Software & IT Services
KVLE,N/A,Electric Utilities
NVQ,N/A,Wireless Telecommunication Services
MGMT,N/A,Banks
GLRY,N/A,Health Care Providers (non-HMO)
FEVR,N/A,Software
WWOW,N/A,Software
IVDG,N/A,Health Crare Equipment & Technology
IVSG,N/A,Internet Software & IT Services
GSPY,N/A,Internet Software & IT Services
AVDR,N/A,Software
AVDG,N/A,Software
SDEI,N/A,Coal & Consumable Fuels 
SKYU,N/A,Multi-Utilities Water Utilities Power
SPXZ,N/A,Auotomobiles & Components
DIVZ,N/A,Beverages Tobacco
SENT,N/A,Semiconductors
MIDE,N/A,Real Estate
HKND,N/A,Biotechnology Life Sciences
SMLE,N/A,Banks
REIT,Real Estate,Real Estate
BUZZ,N/A,Internet Software & IT Services
STNC,N/A,Software
HLGE,N/A,Software
LCTU,N/A,Internet Software & IT Services
IVV,N/A,Internet Software & IT Services
IVW,N/A,Internet Software & IT Services
IVE,N/A,Diversified Financials
IJH,N/A,Real Estate
IYC,N/A,Media
IWD,N/A,Diversified Financials
IJK,N/A,Biotechnology Life Sciences
IWF,N/A,Internet Software & IT Services
IWB,N/A,Internet Software & IT Services
IWN,N/A,Banks
IWO,N/A,Biotechnology Life Sciences
IWM,N/A,Biotechnology Life Sciences
IUSV,N/A,Diversified Financials
IUSG,N/A,Internet Software & IT Services
IWV,N/A,Internet Software & IT Services
IDU,Utilities,Electric Utilities
IJJ,N/A,Real Estate
IYZ,N/A,Communications Equipment
IYW,Information Technology,Software
IYR,Real Estate,Real Estate
IYJ,N/A,Internet Software & IT Services
IYH,Health Care,Biotechnology Life Sciences
IYF,N/A,Diversified Financials
IYE,Energy,Coal & Consumable Fuels 
IJR,N/A,Banks
IYK,N/A,Beverages Tobacco
IYM,Materials,Chemicals
IJS,N/A,Banks
IJT,N/A,Health Crare Equipment & Technology
MDY,N/A,Real Estate
QQQ,N/A,Internet Software & IT Services
SPY,N/A,Internet Software & IT Services
XLB,Materials,Chemicals
XLV,Health Care,Health Crare Equipment & Technology
XLP,Consumer Staples,Beverages Tobacco
XLE,Energy,Coal & Consumable Fuels 
XLF,Financials,Diversified Financials
XLI,Industrials,Aerospace & Defense 
XLK,Information Technology,Software
XLU,Utilities,Electric Utilities
XLY,Consumer Discretionary,Internet & Catalog Retail
IYG,Financials,Diversified Financials
IYY,N/A,Internet Software & IT Services
LSRGL,Real Estate,Real Estate
OGKJL,Utilities,Multi-Utilities Water Utilities Power
ECSNF,Materials,Specialty Chemicals 
NFYEF,Industrials,Construction & Farm Machinery
BORT,Financials,Banks
CNND,Financials,Banks
NSPR,Health Care,Health Crare Equipment & Technology
LYNS,Communication Services,Diversified Telecommunication Services
MDXG,Health Care,Biotechnology Life Sciences
NWCI,Health Care,Health Crare Equipment & Technology
OCLN,Industrials,Industrial Machinery
QSPW,Information Technology,Semiconductors
UIHC,Financials,Insurance Brokers & Reinsurance
KALY,Health Care,Pharmaceuticals
VSST,Information Technology,Software
WLOLQ,Industrials,Transportation Air Freight & Marine
SLCJY,Consumer Staples,Food Products
AMRR,Energy,Oil & Gas Drilling
FELTY,Industrials,Electrical Equipment
GZUHY,Real Estate,Real Estate
RRSSF,Materials,Precious Metals Gold Mining 
ABSCF,Health Care,Pharmaceuticals
SMBMY,Industrials,Construction & Farm Machinery
CDMGF,Real Estate,Real Estate
INDFY,Consumer Staples,Food Products
SKHRF,Materials,Precious Metals Gold Mining 
IGRW,Information Technology,Computers Electronics
EMRH,Financials,Diversified Financials
CHCLY,Information Technology,Computers Electronics
AACAY,Information Technology,Computers Electronics
AEBZY,Consumer Staples,Beverages Tobacco
BZQIY,Communication Services,Diversified Telecommunication Services
BLSFY,Materials,Aluminum Steel
CRPJY,Utilities,Multi-Utilities Water Utilities Power
CMWAY,Financials,Banks
CTPZY,Utilities,Electric Utilities
DQJCY,Consumer Discretionary,Distributors Multiline Retail
FRRVY,Industrials,Construction & Engineering
GMELY,Consumer Discretionary,Specialty Retail
HTCMY,Industrials,Construction & Farm Machinery
KURRY,Materials,Chemicals
MAHLY,Health Care,Health Care Providers (non-HMO)
MESO,Health Care,Biotechnology Life Sciences
NOBGY,Industrials,Trading Companies & Distributors
BKRKY,Financials,Banks
PSGTY,Materials,Construction Materials 
PCFBY,Industrials,Transportation Air Freight & Marine
PRSEY,Energy,Oil & Gas Equipment & Services 
SGPRY,Communication Services,Media
SVNLY,Financials,Banks
THYCY,Materials,Construction Materials 
TCKGY,Consumer Discretionary,Hotels Leisure & Consumer Services
TSUKY,Consumer Staples,Food Products
TKYVY,Financials,Banks
CIHKY,Financials,Banks
DNIYY,Industrials,Industrial Machinery
HYPMY,Health Care,Pharmaceuticals
MAWHY,Consumer Discretionary,Household Durables (non-Homebuilding)
SCHYY,Consumer Discretionary,Hotels Leisure & Consumer Services
TOKUY,Industrials,Road & Rail
ARST,Real Estate,Real Estate
PLSI,Health Care,Pharmaceuticals
CPBLF,Industrials,Commercial & Professional Services
